sku,priceCents,nome,compareAtCents,shortBenefit,description,seoTitle,seoDescription
MEJOY-0012,4500,Rhodiola Rosea 300 mg,,"Apoia equilíbrio emocional, foco e resposta ao estresse.","RHODIOLA ROSEA 300 mg é uma fórmula manipulada pensada para apoiar equilíbrio emocional, foco e resposta ao estresse. Composição/ativo principal: RHODIOLA ROSEA. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Rhodiola Rosea 300 mg | Me Joy,"Rhodiola rosea 300 mg. apoia equilíbrio emocional, foco e resposta ao estresse. fórmula manipulada. entrega nacional. me joy."
MEJOY-0013,7800,Trimagnésio,,"Apoia equilíbrio emocional, foco e resposta ao estresse.","TRIMAGNÉSIO é uma fórmula manipulada pensada para apoiar equilíbrio emocional, foco e resposta ao estresse. Composição/ativo principal: TRIMAGNÉSIO. Apresentação: cápsulas (120 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Trimagnésio | Me Joy,"Trimagnésio. apoia equilíbrio emocional, foco e resposta ao estresse. fórmula manipulada. entrega nacional. me joy."
MEJOY-0014,5000,Articure (Colágeno Tipo II) 40 mg,,"Apoia conforto articular, mobilidade e recuperação.","ARTICURE (COLÁGENO Tipo II) 40 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: ARTICURE (COLÁGENO Tipo II). Apresentação: cápsulas (30 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Articure (Colágeno Tipo II) 40 mg | Me Joy,"Articure (colágeno Tipo II) 40 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0015,2000,Boro 3 mg,,"Apoia conforto articular, mobilidade e recuperação.","BORO 3 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: BORO. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Boro 3 mg | Me Joy,"Boro 3 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0016,3100,Boswellia Serrata 300 mg,,"Apoia conforto articular, mobilidade e recuperação.","BOSWELLIA SERRATA 300 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: BOSWELLIA SERRATA. Apresentação: cápsulas (90 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Boswellia Serrata 300 mg | Me Joy,"Boswellia serrata 300 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0017,3000,Condroitina 250 mg,,"Apoia conforto articular, mobilidade e recuperação.","CONDROITINA 250 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: CONDROITINA. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Condroitina 250 mg | Me Joy,"Condroitina 250 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0018,3100,Ct2 (Colágeno Tipo II) 40 mg,,"Apoia conforto articular, mobilidade e recuperação.","CT2 (COLÁGENO Tipo II) 40 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: CT2 (COLÁGENO Tipo II). Apresentação: cápsulas (30 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Ct2 (Colágeno Tipo II) 40 mg | Me Joy,"Ct2 (colágeno Tipo II) 40 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0019,4200,Diacerina 50 mg,,"Apoia conforto articular, mobilidade e recuperação.","DIACERINA 50 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: DIACERINA. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Diacerina 50 mg | Me Joy,"Diacerina 50 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0020,3700,Garra Do Diabo 500 mg,,"Apoia conforto articular, mobilidade e recuperação.","GARRA DO DIABO 500 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: GARRA DO DIABO. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Garra Do Diabo 500 mg | Me Joy,"Garra do diabo 500 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0021,25300,Glisodin 250 mg,,"Apoia conforto articular, mobilidade e recuperação.","GLISODIN 250 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: GLISODIN. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Glisodin 250 mg | Me Joy,"Glisodin 250 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0022,4000,Glucomannan 1200 mg,,"Apoia conforto articular, mobilidade e recuperação.","GLUCOMANNAN 1200 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: GLUCOMANNAN. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Glucomannan 1200 mg | Me Joy,"Glucomannan 1200 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0023,6100,Glucosamina 500 mg,,"Apoia conforto articular, mobilidade e recuperação.","GLUCOSAMINA 500 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: GLUCOSAMINA. Apresentação: cápsulas (90 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Glucosamina 500 mg | Me Joy,"Glucosamina 500 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0024,7700,Glucosamina + Condroitina + Ct2 + Ácido Hialurônico,,"Apoia conforto articular, mobilidade e recuperação.","GLUCOSAMINA + CONDROITINA + CT2 + Ácido Hialurônico é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: GLUCOSAMINA + CONDROITINA + CT2 + Ácido Hialurônico. Apresentação: cápsulas (30 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Glucosamina + Condroitina + Ct2 + Ácido Hialurônico | Me Joy,"Glucosamina + condroitina + ct2 + Ácido Hialurônico. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0025,7800,Glucosamina + Condroitina + Msm (SachêS),,"Apoia conforto articular, mobilidade e recuperação.","GLUCOSAMINA + CONDROITINA + MSM (SACHÊS) é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: GLUCOSAMINA + CONDROITINA + MSM (SACHÊS). Apresentação: sachês (30 sachês). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Glucosamina + Condroitina + Msm (SachêS) | Me Joy,"Glucosamina + condroitina + msm (sachês). apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0026,2200,Msm 400 mg,,"Apoia conforto articular, mobilidade e recuperação.","MSM 400 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: MSM. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Msm 400 mg | Me Joy,"Msm 400 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0027,12100,Same 200 mg,,"Apoia conforto articular, mobilidade e recuperação.","SAME 200 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: SAME. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Same 200 mg | Me Joy,"Same 200 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0028,2800,SelêNio 400 mcg,,"Apoia conforto articular, mobilidade e recuperação.","SELÊNIO 400 mcg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: SELÊNIO. Apresentação: cápsulas (30 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",SelêNio 400 mcg | Me Joy,"Selênio 400 mcg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0029,4000,Sucupira 400 mg,,"Apoia conforto articular, mobilidade e recuperação.","SUCUPIRA 400 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: SUCUPIRA. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Sucupira 400 mg | Me Joy,"Sucupira 400 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0030,6700,Uc Ii 40 mg,,"Apoia conforto articular, mobilidade e recuperação.","UC II 40 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: UC II. Apresentação: cápsulas (30 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Uc Ii 40 mg | Me Joy,"Uc ii 40 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0031,11200,Uc Ii 40 mg,,"Apoia conforto articular, mobilidade e recuperação.","UC II 40 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: UC II. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Uc Ii 40 mg | Me Joy,"Uc ii 40 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0032,7500,Urtiga 400 mg,,"Apoia conforto articular, mobilidade e recuperação.","URTIGA 400 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: URTIGA. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Urtiga 400 mg | Me Joy,"Urtiga 400 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0033,5200,óLeo De Borragem 500 mg,,"Apoia conforto articular, mobilidade e recuperação.","ÓLEO DE BORRAGEM 500 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. Composição/ativo principal: ÓLEO DE BORRAGEM. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",óLeo De Borragem 500 mg | Me Joy,"Óleo de borragem 500 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy."
MEJOY-0034,15000,Actrisave 250 mg,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"ACTRISAVE 250 mg é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: ACTRISAVE. Apresentação: cápsulas (30 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Actrisave 250 mg | Me Joy,Actrisave 250 mg. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.
MEJOY-0035,7600,Hair Complex,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"HAIR COMPLEX é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: HAIR COMPLEX. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Hair Complex | Me Joy,Hair complex. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.
MEJOY-0036,3500,Minoxidil + D Pantenol + Auxina TricóGena 100 mL,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"Minoxidil + D PANTENOL + AUXINA TRICÓGENA 100 mL é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: Minoxidil + D PANTENOL + AUXINA TRICÓGENA. Apresentação: solução para uso tópico (100 mL). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Minoxidil + D Pantenol + Auxina TricóGena 100 mL | Me Joy,Minoxidil + d pantenol + auxina tricógena 100 mL. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega
MEJOY-0037,4700,Minoxidil 5% Com Biotina 100 mL,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"MINOXIDIL 5% COM BIOTINA 100 mL é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: MINOXIDIL 5% COM BIOTINA. Apresentação: solução para uso tópico (100 mL). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Minoxidil 5% Com Biotina 100 mL | Me Joy,Minoxidil 5% com biotina 100 mL. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.
MEJOY-0038,4500,Minoxidil 5% Com Propilenoglicol 100 mL,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"MINOXIDIL 5% COM PROPILENOGLICOL 100 mL é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: MINOXIDIL 5% COM PROPILENOGLICOL. Apresentação: solução para uso tópico (100 mL). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Minoxidil 5% Com Propilenoglicol 100 mL | Me Joy,Minoxidil 5% com propilenoglicol 100 mL. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.
MEJOY-0039,4600,Minoxidil 5% Em Trichosol 50 mL,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"MINOXIDIL 5% EM TRICHOSOL 50 mL é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: MINOXIDIL 5% EM TRICHOSOL. Apresentação: solução para uso tópico (50 mL). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Minoxidil 5% Em Trichosol 50 mL | Me Joy,Minoxidil 5% em trichosol 50 mL. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.
MEJOY-0040,3200,Minoxidil Turbinado 100 mL,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"MINOXIDIL TURBINADO 100 mL é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: MINOXIDIL TURBINADO. Apresentação: solução para uso tópico (100 mL). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Minoxidil Turbinado 100 mL | Me Joy,Minoxidil turbinado 100 mL. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.
MEJOY-0041,2000,Pill Food,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"PILL FOOD é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: PILL FOOD. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Pill Food | Me Joy,Pill food. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.
MEJOY-0042,2600,Pill Food Turbinado,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"PILL FOOD TURBINADO é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: PILL FOOD TURBINADO. Apresentação: cápsulas (120 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Pill Food Turbinado | Me Joy,Pill food turbinado. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.
MEJOY-0043,5100,Pill Food Turbinado,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"PILL FOOD TURBINADO é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: PILL FOOD TURBINADO. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",Pill Food Turbinado | Me Joy,Pill food turbinado. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.
