sku,priceCents,nome,compareAtCents,shortBenefit,description,seoTitle,seoDescription
MEJOY-0011,1800,PASSIFLORA 200 mg,,"Apoia equilíbrio emocional, foco e resposta ao estresse.","PASSIFLORA 200 mg é uma fórmula manipulada pensada para apoia equilíbrio emocional, foco e resposta ao estresse. Composição/ativo principal: PASSIFLORA. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",PASSIFLORA 200 mg | Me Joy,"PASSIFLORA 200 mg. Apoia equilíbrio emocional, foco e resposta ao estresse. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0012,4500,RHODIOLA ROSEA 300 mg,,"Apoia equilíbrio emocional, foco e resposta ao estresse.","RHODIOLA ROSEA 300 mg é uma fórmula manipulada pensada para apoia equilíbrio emocional, foco e resposta ao estresse. Composição/ativo principal: RHODIOLA ROSEA. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",RHODIOLA ROSEA 300 mg | Me Joy,"RHODIOLA ROSEA 300 mg. Apoia equilíbrio emocional, foco e resposta ao estresse. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0013,7800,TRIMAGNÉSIO,,"Apoia equilíbrio emocional, foco e resposta ao estresse.","TRIMAGNÉSIO é uma fórmula manipulada pensada para apoia equilíbrio emocional, foco e resposta ao estresse. Composição/ativo principal: TRIMAGNÉSIO. Apresentação: cápsulas (120 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",TRIMAGNÉSIO | Me Joy,"TRIMAGNÉSIO. Apoia equilíbrio emocional, foco e resposta ao estresse. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0014,5000,ARTICURE (COLÁGENO TIPO II) 40 mg,,"Apoia conforto articular, mobilidade e recuperação.","ARTICURE (COLÁGENO TIPO II) 40 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: ARTICURE (COLÁGENO TIPO II). Apresentação: cápsulas (30 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",ARTICURE (COLÁGENO TIPO II) 40 mg | Me Joy,"ARTICURE (COLÁGENO TIPO II) 40 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0015,2000,BORO 3 mg,,"Apoia conforto articular, mobilidade e recuperação.","BORO 3 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: BORO. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",BORO 3 mg | Me Joy,"BORO 3 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0016,3100,BOSWELLIA SERRATA 300 mg,,"Apoia conforto articular, mobilidade e recuperação.","BOSWELLIA SERRATA 300 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: BOSWELLIA SERRATA. Apresentação: cápsulas (90 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",BOSWELLIA SERRATA 300 mg | Me Joy,"BOSWELLIA SERRATA 300 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0017,3000,CONDROITINA 250 mg,,"Apoia conforto articular, mobilidade e recuperação.","CONDROITINA 250 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: CONDROITINA. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",CONDROITINA 250 mg | Me Joy,"CONDROITINA 250 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0018,3100,CT2 (COLÁGENO TIPO II) 40 mg,,"Apoia conforto articular, mobilidade e recuperação.","CT2 (COLÁGENO TIPO II) 40 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: CT2 (COLÁGENO TIPO II). Apresentação: cápsulas (30 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",CT2 (COLÁGENO TIPO II) 40 mg | Me Joy,"CT2 (COLÁGENO TIPO II) 40 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0019,4200,DIACERINA 50 mg,,"Apoia conforto articular, mobilidade e recuperação.","DIACERINA 50 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: DIACERINA. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",DIACERINA 50 mg | Me Joy,"DIACERINA 50 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0020,3700,GARRA DO DIABO 500 mg,,"Apoia conforto articular, mobilidade e recuperação.","GARRA DO DIABO 500 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: GARRA DO DIABO. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",GARRA DO DIABO 500 mg | Me Joy,"GARRA DO DIABO 500 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0021,25300,GLISODIN 250 mg,,"Apoia conforto articular, mobilidade e recuperação.","GLISODIN 250 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: GLISODIN. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",GLISODIN 250 mg | Me Joy,"GLISODIN 250 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0022,4000,GLUCOMANNAN 1200 mg,,"Apoia conforto articular, mobilidade e recuperação.","GLUCOMANNAN 1200 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: GLUCOMANNAN. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",GLUCOMANNAN 1200 mg | Me Joy,"GLUCOMANNAN 1200 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0023,6100,GLUCOSAMINA 500 mg,,"Apoia conforto articular, mobilidade e recuperação.","GLUCOSAMINA 500 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: GLUCOSAMINA. Apresentação: cápsulas (90 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",GLUCOSAMINA 500 mg | Me Joy,"GLUCOSAMINA 500 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0024,7700,GLUCOSAMINA + CONDROITINA + CT2 + AC HIALURONICO,,"Apoia conforto articular, mobilidade e recuperação.","GLUCOSAMINA + CONDROITINA + CT2 + AC HIALURONICO é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: GLUCOSAMINA + CONDROITINA + CT2 + AC HIALURONICO. Apresentação: cápsulas (30 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",GLUCOSAMINA + CONDROITINA + CT2 + AC HIALURONICO | Me Joy,"GLUCOSAMINA + CONDROITINA + CT2 + AC HIALURONICO. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0025,7800,GLUCOSAMINA + CONDROITINA + MSM (SACHÊS),,"Apoia conforto articular, mobilidade e recuperação.","GLUCOSAMINA + CONDROITINA + MSM (SACHÊS) é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: GLUCOSAMINA + CONDROITINA + MSM (SACHÊS). Apresentação: sachês (30 sachês). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",GLUCOSAMINA + CONDROITINA + MSM (SACHÊS) | Me Joy,"GLUCOSAMINA + CONDROITINA + MSM (SACHÊS). Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0026,2200,MSM 400 mg,,"Apoia conforto articular, mobilidade e recuperação.","MSM 400 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: MSM. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",MSM 400 mg | Me Joy,"MSM 400 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0027,12100,SAME 200 mg,,"Apoia conforto articular, mobilidade e recuperação.","SAME 200 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: SAME. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",SAME 200 mg | Me Joy,"SAME 200 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0028,2800,SELÊNIO 400 mcg,,"Apoia conforto articular, mobilidade e recuperação.","SELÊNIO 400 mcg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: SELÊNIO. Apresentação: cápsulas (30 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",SELÊNIO 400 mcg | Me Joy,"SELÊNIO 400 mcg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0029,4000,SUCUPIRA 400 mg,,"Apoia conforto articular, mobilidade e recuperação.","SUCUPIRA 400 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: SUCUPIRA. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",SUCUPIRA 400 mg | Me Joy,"SUCUPIRA 400 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0030,6700,UC II 40 mg,,"Apoia conforto articular, mobilidade e recuperação.","UC II 40 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: UC II. Apresentação: cápsulas (30 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",UC II 40 mg | Me Joy,"UC II 40 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0031,11200,UC II 40 mg,,"Apoia conforto articular, mobilidade e recuperação.","UC II 40 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: UC II. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",UC II 40 mg | Me Joy,"UC II 40 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0032,7500,URTIGA 400 mg,,"Apoia conforto articular, mobilidade e recuperação.","URTIGA 400 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: URTIGA. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",URTIGA 400 mg | Me Joy,"URTIGA 400 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0033,5200,ÓLEO DE BORRAGEM 500 mg,,"Apoia conforto articular, mobilidade e recuperação.","ÓLEO DE BORRAGEM 500 mg é uma fórmula manipulada pensada para apoia conforto articular, mobilidade e recuperação. Composição/ativo principal: ÓLEO DE BORRAGEM. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",ÓLEO DE BORRAGEM 500 mg | Me Joy,"ÓLEO DE BORRAGEM 500 mg. Apoia conforto articular, mobilidade e recuperação. Fórmula manipulada. Entrega nacional. Me Joy."
MEJOY-0034,15000,ACTRISAVE 250 mg,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"ACTRISAVE 250 mg é uma fórmula manipulada pensada para apoia saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: ACTRISAVE. Apresentação: cápsulas (30 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",ACTRISAVE 250 mg | Me Joy,ACTRISAVE 250 mg. Apoia saúde dos fios e do couro cabeludo com formulação direcionada. Fórmula manipulada. Entrega nacional. Me Joy.
MEJOY-0035,7600,HAIR COMPLEX,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"HAIR COMPLEX é uma fórmula manipulada pensada para apoia saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: HAIR COMPLEX. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",HAIR COMPLEX | Me Joy,HAIR COMPLEX. Apoia saúde dos fios e do couro cabeludo com formulação direcionada. Fórmula manipulada. Entrega nacional. Me Joy.
MEJOY-0036,3500,MINOXDIL + D PANTENOL + AUXINA TRICÓGENA 100 mL,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"MINOXDIL + D PANTENOL + AUXINA TRICÓGENA 100 mL é uma fórmula manipulada pensada para apoia saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: MINOXDIL + D PANTENOL + AUXINA TRICÓGENA. Apresentação: solução para uso tópico (100 mL). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",MINOXDIL + D PANTENOL + AUXINA TRICÓGENA 100 mL | Me Joy,MINOXDIL + D PANTENOL + AUXINA TRICÓGENA 100 mL. Apoia saúde dos fios e do couro cabeludo com formulação direcionada. Fórmula manipulada. Entrega nacional.
MEJOY-0037,4700,MINOXIDIL 5% COM BIOTINA 100 mL,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"MINOXIDIL 5% COM BIOTINA 100 mL é uma fórmula manipulada pensada para apoia saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: MINOXIDIL 5% COM BIOTINA. Apresentação: solução para uso tópico (100 mL). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",MINOXIDIL 5% COM BIOTINA 100 mL | Me Joy,MINOXIDIL 5% COM BIOTINA 100 mL. Apoia saúde dos fios e do couro cabeludo com formulação direcionada. Fórmula manipulada. Entrega nacional. Me Joy.
MEJOY-0038,4500,MINOXIDIL 5% COM PROPILENOGLICOL 100 mL,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"MINOXIDIL 5% COM PROPILENOGLICOL 100 mL é uma fórmula manipulada pensada para apoia saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: MINOXIDIL 5% COM PROPILENOGLICOL. Apresentação: solução para uso tópico (100 mL). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",MINOXIDIL 5% COM PROPILENOGLICOL 100 mL | Me Joy,MINOXIDIL 5% COM PROPILENOGLICOL 100 mL. Apoia saúde dos fios e do couro cabeludo com formulação direcionada. Fórmula manipulada. Entrega nacional. Me Joy.
MEJOY-0039,4600,MINOXIDIL 5% EM TRICHOSOL 50 mL,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"MINOXIDIL 5% EM TRICHOSOL 50 mL é uma fórmula manipulada pensada para apoia saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: MINOXIDIL 5% EM TRICHOSOL. Apresentação: solução para uso tópico (50 mL). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",MINOXIDIL 5% EM TRICHOSOL 50 mL | Me Joy,MINOXIDIL 5% EM TRICHOSOL 50 mL. Apoia saúde dos fios e do couro cabeludo com formulação direcionada. Fórmula manipulada. Entrega nacional. Me Joy.
MEJOY-0040,3200,MINOXIDIL TURBINADO 100 mL,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"MINOXIDIL TURBINADO 100 mL é uma fórmula manipulada pensada para apoia saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: MINOXIDIL TURBINADO. Apresentação: solução para uso tópico (100 mL). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",MINOXIDIL TURBINADO 100 mL | Me Joy,MINOXIDIL TURBINADO 100 mL. Apoia saúde dos fios e do couro cabeludo com formulação direcionada. Fórmula manipulada. Entrega nacional. Me Joy.
MEJOY-0041,2000,PILL FOOD,,Apoia saúde dos fios e do couro cabeludo com formulação direcionada.,"PILL FOOD é uma fórmula manipulada pensada para apoia saúde dos fios e do couro cabeludo com formulação direcionada. Composição/ativo principal: PILL FOOD. Apresentação: cápsulas (60 cápsulas). Modo de uso: utilize conforme orientação de profissional de saúde. Cuidados: gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.",PILL FOOD | Me Joy,PILL FOOD. Apoia saúde dos fios e do couro cabeludo com formulação direcionada. Fórmula manipulada. Entrega nacional. Me Joy.
